pos/0,pos/1,neg/0,neg/1,neu/0,neu/1
je3,4,existence,4,gworld,3
leamust,4,taclikewise,4,detailvladimir,3
immediatel131dayofwar,4,historian,4,thinkoption,3
compreason,4,explain,4,tuesday,3
comra3,4,maidan,4,shout,3
bindonesia,4,agent,4,vaccine,3
pool,4,aggravating,4,rollouthigh,3
mojitosmust,4,ruzelenskyy,4,ranking,3
degreenever,4,battlefieldlouise,4,splurging,3
migrant,4,zelenskprobably,4,switzerdonetsk,3
anymoremust,4,prostitute,4,eurussia,3
immediateldear,4,ampvolodymyr,4,zelenskycapture,3
americanthanks,4,tacmuch,4,anythingthink,3
message,4,250,4,pop,3
anniversary,4,gained,4,photoshoot,3
zelemorning,4,racism,4,lolvladimir,3
gettingmade,4,prevalent,4,thinkmatter,3
painfully,4,womanlouise,4,26,3
imminent,4,zelensklouise,4,democraticallypm,3
istanbulthank,4,allowmoney,4,actorget,3
kicking,4,ukrashane,4,witjurassic,3
buttmust,4,handcuff,4,wphoto,3
showedtactic,4,sorrento,4,zelenskyspot,3
steep,4,birth,4,oekraine,3
decline,4,certificate,4,nexit,3
delegatimust,4,frank,4,555,3
statestrategic,4,davanother,4,renzetoday,3
zelenskyydirector,4,330,4,republiexpect,3
citywide,4,65,4,volodymyrzelensky,3
stateorwellian,4,homicide,4,presently,3
azovwide,4,202medium,4,unzelensky,3
stateretweet,4,advantuvalde,4,frontldpr,3
meaningful,4,based,4,neonazi,3
1922,4,responsevolodymyr,4,regimezelensky,3
oupleased,4,tacrepublican,4,effortpm,3
immediatelpleased,4,chalk,4,imminentlygoing,3
immewould,4,mile,4,frontldonetsk,3
showedplease,4,north,4,eusanction,3
write,4,chicagovolodymyr,4,adopted,3
avi,4,anotherrussia,4,blatantly,3
choicepresident,4,tacphysical,4,untrue,3
showedmass,4,lasting,4,zparent,3
prstay,4,ill,4,citthink,3
peoplerussian,4,certainlymoney,4,yetplace,3
supplytyulenev,4,lysychansstreet,4,effortwarcriminal,3
correctpresident,4,filled,4,viaexpect,3
showedstay,4,highlandvolodymyr,4,waccording,3
peopleukrainian,4,random,4,protection,3
tweetzelenskyy,4,mfervolodymyr,4,speciukrainian,3
tweetwish,4,tacgraveland,4,wilget,3
separated,4,senseless,4,witparent,3
fukrainian,4,whim,4,houseukrainian,3
expukrainian,4,adventurismukrainian,4,wilgetachew,3
bruhputin,4,tach,4,cotoday,3
shadeunited,4,nair,4,wdmitry,3
chancecare,4,modiji,4,sigtoday,3
kway,4,forgot,4,wfowdy,3
presicanada,4,informvolodymyr,4,ukrainisee,3
receive,4,kyivanother,4,sooner,3
begin,4,tacend,4,brussels,3
justin,4,replaced,4,throwing,3
trmorning,4,americamadness,4,co,3
eloquence,4,familyvolodymyr,4,nordstream,3
valor,4,smartvolodymyr,4,approvtoday,3
persevpresident,4,tacolder,4,standwithukthink,3
luhanskstrongly,4,senator,4,protezelensky,3
rangin131dayofwar,4,rand,4,zelenskyfinally,3
holidaychild,4,mccainvolodymyr,4,becoming,3
safely,4,battlefieldallowed,4,realistick,3
local,4,zelevolodymyr,4,1912,3
reunite,4,tachence,4,8848,3
parentsave,4,crisisvolodymyr,4,recordpm,3
zelenskyyplease,4,taccrazynoob,4,imminentlyfate,3
zelenskyythanks,4,3volodymyr,4,8211,3
deerfield,4,tacwell,4,cabinet,3
suburb,4,pussy,4,remained,3
95boris,4,amiritevolodymyr,4,republiukrainian,3
exchange,4,winrussia,4,effortukrainian,3
britputin,4,lysychansrepublican,4,wilvideo,3
hathink,4,timemedium,4,4pm,3
talented,4,lazelenskyy,4,imminentlydpr,3
dramatic,4,ukraright,4,fplace,3
founded,4,rifle,4,detailworld,3
production,4,supersede,4,expensirussian,3
kvartal95return,4,shotdenied,4,wilpm,3
showedstrongly,4,credmoney,4,zelenskythink,3
centerpresident,4,lysychanspeople,4,yetpm,3
degree131dayofwar,4,span,4,eulawyer,3
holidayzelenskyy,4,actuallreally,4,lap,3
aljazeera,4,ukralysychansk,4,reasoworld,3
donbaspresident,4,disappointedanother,4,effortobjective,3
showedpossible,4,viasure,4,laundered,3
congratuzelenskyy,4,cheered,4,datezelensky,3
jeydenpossible,4,celebraukraine,4,effortpresidente,3
congratupresident,4,worldanother,4,conftime,3
degreepossible,4,ukraaskboris,4,tableexpect,3
stateukrainian,4,waste,4,lysychansktitian,3
medvedchuk,4,befanother,4,tolhurst,3
extradite,4,battlefieldwrong,4,raab,3
hpresident,4,bent,4,ukzelensky,3
showedrussia,4,reuropean,4,effortpresident,3
focusing,4,uimagine,4,wlass,3
maintaining,4,democratically,4,heck,3
council,4,elected,4,pexpect,3
zelemust,4,screamedanother,4,zelensky2nd,3
yermak,4,artotal,4,rate,3
strongest,4,00medium,4,p,3
supporterdue,4,arzelenskyy,4,ehexpect,3
longerpresident,4,standwithukraine,4,camperdownsham,3
ranginwell,4,rmoney,4,presient,3
run,4,visitingmoney,4,quick,3
rid,4,battlefieldstrange,4,tanktoday,3
junkie,4,woken,4,pound,3
wouldzelenskyy,4,route,4,diverted,3
peaceunvaxxed,4,ripped,4,privr,3
yep,4,ucourage,4,republienough,3
corrupt131dayofwar,4,totalitarianismbad,4,effortputin,3
lysychanskmust,4,pow,4,dictumdpr,3
comeunited,4,smart,4,frontlexpect,3
ranginrussia,4,battlefieldnew,4,yeartime,3
sovereigdeadly,4,25,4,tablezelensky,3
scene,4,fired,4,republiright,3
guythink,4,illinois,4,boriskyivind1,3
examplepresident,4,five,4,04am,3
showedw,4,bloodied,4,lysyzelensky,3
jpaulgetty,4,paradedear,4,confkoiye,3
mompresident,4,trafficking,4,sei,3
showedpost,4,biological,4,musiri,3
iranian,4,chemical,4,kuti,3
axis,4,violencemoney,4,amise,3
twice,4,ukraend,4,hondo,3
surrerussian,4,resistedzelenskyy,4,tablepm,3
luhansk3,4,funeralanother,4,expensiworld,3
shit,4,battlefieldscarr,4,refersimbecility,3
massshootingukrainian,4,backgroundanother,4,shoreconstruction,3
lysychanskr3ad3r,4,pressed,4,yearburn,3
peaceful,4,predecessormedium,4,russiaisaterroriststate,3
cnothing,4,20erm,4,putinwarcriminal,3
deadly,4,partymedium,4,mariupolzelensky,3
parade3,4,battlefieldfake,4,confpm,3
brepublican,4,wedding,4,signr,3
church,4,realpresident,4,launderettetoday,3
school,4,arpoor,4,yeworld,3
worzelenskyy,4,forgetting,4,expensi3,3
ukraineukrainian,4,legrussia,4,partdowning,3
exporwellian,4,idiotrussia,4,wpoint,3
azovrussia,4,telegram,4,assign,3
sovereigukraine,4,presented,4,moworld,3
generousrussia,4,armyputin,4,detaildowning,3
neighboring,4,television,4,facezelensky,3
countrymust,4,twiddle,4,todayzelensky,3
cnbclook,4,everybodymoney,4,republiworld,3
beforron,4,ironically,4,mustzelensky,3
rifle,4,settleanother,4,frontlworld,3
bannedpresident,4,idiotukraine,4,expensiseparatist,3
donalpresident,4,20allowed,4,yearstyle,3
regionpresident,4,zeleanother,4,mall,3
degreelaw,4,lysychansallowed,4,comparedzelensky,3
enforcement,4,volodyday,4,zelenskycall,3
description,4,lysyschank,4,sinkukraine,3
suspect,4,clutch,4,rebuildfilm,3
described,4,aganother,4,resultr,3
18,4,taskukraine,4,childpeanut,3
20yo,4,bombarding,4,governmenttoday,3
hafourth,4,yakolevka,4,wfate,3
danger,4,lattanother,4,zelenskyexactly,3
showedfeel,4,20morning,4,whose,3
rescinds,4,battlefieldactual,4,supervision,3
abortion,4,agarussia,4,corruptionzelensky,3
tribal,4,lysychansbusiness,4,effortzelensky,3
sovereignty,4,viaukrainian,4,conffark,3
patriotic,4,comanother,4,scummo,3
todfunny,4,20difference,4,lauded,3
amppresident,4,battlefieldwhatever,4,siphoned,3
showeddue,4,slap,4,mizelensky,3
moved,4,barbie,4,confhead,3
november,4,bitjokowi,4,ukradpr,3
celebratezelenskyy,4,toldanother,4,fdpr,3
answer,4,battlefieldamravati,4,unthinkable,3
pandorapapersreturn,4,latestnewsmedium,4,occur,3
showedwould,4,20provoked,4,severdonetskstrange,3
moviedude,4,unrest,4,bragged,3
fox,4,ray,4,lysichansk,3
immediately,4,obama,4,importantyes,3
powdear,4,ublind,4,im,3
demonstrated,4,eye,4,proud,3
persistent,4,20feb2022,4,hanging,3
neighborzelenskyy,4,invited,4,criminal,3
ranginfunny,4,battlefieldweak,4,effortimmediate,3
gepresident,4,ineptcic,4,denazification,3
showedreason,4,zjokowi,4,mongolia,3
showedparade,4,zelensukraine,4,outmost,3
presence,4,20bild,4,russiahead,3
guputin,4,andrij,4,utoday,3
showedillinois,4,melnyk,4,frontlmuch,3
assisting,4,distance,4,slush,3
pd,4,pzelenskyy,4,fundexpect,3
occurred,4,approval,4,thzelensky,3
hizelenskyy,4,workanother,4,effortukraine,3
showedloss,4,vianever,4,letcureton,3
interviewzelenskyy,4,truly,4,goodall,3
bestinterviewzelenskyy,4,appreciated,4,bothered,3
employee,4,unhinged,4,supposedly,3
navrussian,4,vaush,4,giving,3
showedstamp,4,screeching,4,funnpm,3
ranginunited,4,funeralmedium,4,effortarestovych,3
ampstamp,4,yourselfwar,4,plastering,3
newsworldpresspresident,4,regionrussia,4,prezelensky,3
showednetflix,4,battlefieldstarting,4,introzelensky,3
expertly,4,sound,4,imminentlyget,3
produnited,4,worseanother,4,dreampm,3
ragreat,4,battlefieldgood,4,year100m,3
purpose,4,mentioned,4,pan,3
ampdirector,4,denial,4,thoseparatist,3
chancegod,4,ruined,4,governmentoften,3
fod,4,pieceporoshenko,4,whoop,3
theu,4,2017another,4,hearssee,3
motherglobal,4,euronewsflagshaggers,4,killing,3
viazelenskyy,4,lick,4,innocukraine,3
httppresident,4,daren,4,standwithuktoday,3
chanceputin,4,destroyingputin,4,wreference,3
hayes,4,20germany,4,population,3
accordrussian,4,fcked,4,zezelensky,3
haputin,4,financially,4,governmentbehind,3
zelenskyyaustralian,4,creek,4,animseparatist,3
allyg7,4,dare,4,governmentworld,3
summit,4,honestly,4,killingukrainian,3
dominated,4,flagwhats,4,required,3
bask,4,banning,4,tatoday,3
reflected,4,jailing,4,whappy,3
divpresident,4,bloggerrussia,4,clapper,3
showedreturn,4,20latestnews,4,seem,3
anythinaustralian,4,lostanother,4,die,3
dropresident,4,battlefieldeuropean,4,purpose,3
showedcare,4,umedium,4,whzelensky,3
showedaustralian,4,lamoney,4,governmentcom,3
showedru,4,ukrau,4,donezelle,3
20feb2022,4,fraudulent,4,zelenskybreak,3
23feb2022,4,included,4,reacting,3
showedmake,4,81,4,pushing,3
flirting,4,millionmoney,4,backexpect,3
ww3,4,vision,4,newstoday,3
nipped,4,restoration,4,squelch,3
bud,4,namedrussia,4,dosh,3
dronezelenskyy,4,battlefieldstupid,4,pocketingpresident,3
issuingpresident,4,believerussia,4,wbeat,3
showedamazing,4,tasknew,4,signphone,3
dismantling,4,purposely,4,due,3
dissentpresident,4,67,4,lunch,3
caymanpresident,4,airstrikanother,4,timetoday,3
accountpresident,4,taskdenied,4,imminentlyelection,3
banukraine,4,credporoshenko,4,suppose,3
weaponukraine,4,2017russia,4,sham,3
major,4,battlefieldamerican,4,becauszelensky,3
fuckputinmust,4,payrussia,4,fleeing,3
landhope,4,battlefieldpathetic,4,palatial,3
enoughmindboggling,4,shell,4,homeexpect,3
nihilistpresident,4,makepresident,4,signintel,3
showedplesse,4,nationaukrainian,4,descent,3
competingukrainian,4,battlefieldwakey,4,barbarian,3
competingzelenskyy,4,wakey,4,russiaisaterroriststatezelensky,3
peacemight,4,uncontrolled,4,ye3,3
pointless,4,legal,4,realising,3
baczelenskyy,4,immigrant,4,suprise,3
sportpresident,4,thirussia,4,visitexpect,3
allygraph,4,brainwashed,4,republiseparatist,3
beliefzelenskyy,4,alreadyrussia,4,woleksandr,3
sportdirector,4,20taking,4,frdpr,3
chancerussian,4,soonerzelenskyy,4,ukrainiexpect,3
luhanskctv,4,yourselfanother,4,witwestern,3
viarussian,4,representativeanother,4,libs,3
luhansktoday,4,putinukrainian,4,keeping,3
enoughloss,4,megalomaniac,4,negotiar,3
territorykanefield,4,feelzelenskyy,4,zelenskyk,3
relayingalexander,4,shitmedium,4,bozza,3
putinkanefield,4,fukrainian,4,armypresident,3
relabach,4,commonshame,4,nazzis,3
content,4,amerizelenskyy,4,jewishukrainian,3
nothingukraine,4,wimp,4,thinktoday,3
bombarding,4,winner,4,resultpresident,3
yakolevka,4,rtkillerzellen,4,camperdownklaus,3
kharkiv,4,underestimated,4,schwab,3
lukraine,4,thinkanother,4,barack,3
laughrussian,4,battlefieldsending,4,obama,3
peacehope,4,panama,4,hilary,3
eproud,4,paperanother,4,clinton,3
ukraineplesse,4,lysychansoy,4,ursula,3
ivotoday,4,decencyanother,4,leyen,3
ukraineunited,4,effective,4,justine,3
coordinatorzelenskyy,4,teach,4,zelenskylass,3
peaceearth,4,puformer,4,bingo,3
afford,4,taskputin,4,boexpect,3
amount,4,came,4,zelenskyfact,3
fuel,4,ukrzelenskyy,4,checkedexpect,3
increaseplesse,4,idiotanother,4,prop,3
paukraine,4,idiotnone,4,maino,3
addressplesse,4,wastedukrainian,4,however,3
ivoreturn,4,2017trump,4,slowgot,3
zelenskyylysychansk,4,intented,4,corrupted,3
remaining,4,freeze,4,meanukrainian,3
predictsreturn,4,84,4,wil0945z,3
degreeyep,4,confusionukrainian,4,peertube,3
photopresident,4,score,4,clip,3
shadelatestnews,4,injured,4,red,3
excerptbest,4,crowded,4,tradic,3
fake,4,mallukrainian,4,bio,3
tiktok,4,dignity,4,buildbackbetterexpect,3
generalzelenskyy,4,prrussia,4,wgetting,3
ukrainewould,4,dignitywhitehouse,4,hot,3
bafunny,4,battlefieldluhansk,4,soonr,3
rulethank,4,governor,4,republiget,3
learns,4,serhii,4,seaexpect,3
mistake,4,haidai,4,feeling,3
expreferring,4,retreated,4,believed,3
banning,4,surroundedanother,4,yetukrainian,3
infukraine,4,axis,4,canadian,3
addressputin,4,battlefieldmuch,4,readout,3
hazelensky,4,shimorning,4,therapysure,3
unknowingly,4,comm89,4,therapyprime,3
tool,4,ukrainiansunday,4,monthly,3
kyivmust,4,sloviansk,4,subsidize,3
burussian,4,19medium,4,gaveprime,3
bragging,4,coprussia,4,thoughtjoint,3
islandalexander,4,nationmoney,4,magdalenaputting,3
putinplesse,4,ukraregan,4,sundayknow,3
shperrottet,4,disagreeanother,4,quagmire,3
albanesevolodymyr,4,battlefieldnuland,4,illegitimate,3
hosting,4,proseukrainian,4,went,3
snl,4,task1,4,elitejohnson,3
dude,4,recognise,4,fknow,3
rock,4,breaking,4,worldcom,3
magnetpresident,4,ukrainukrainian,4,jputting,3
employeethank,4,2089,4,worldspeak,3
standwithukraineworld,4,htwar,4,crooked,3
feasting,4,themse89,4,utilise,3
camidoh,4,htanother,4,zelenkjohnson,3
amohmust,4,ukraeven,4,occupier,3
jethank,4,rememberpresident,4,readneed,3
standwithukrainepresident,4,taskwar,4,ammunition,3
issuingzelenskyy,4,themserussia,4,ride,3
sportlove,4,zelenskyyrussia,4,zelenskyynext,3
ronaldothank,4,lysychansguess,4,wee,3
rgood,4,finally,4,zelenskyyrepublican,3
exdespot,4,qualified,4,purse,3
supported,4,hrerbunkerrussia,4,january,3
stalin,4,representativerussia,4,davolodymyr,3
mao,4,representativepresident,4,moneyfirst,3
pahlavi,4,nationagodspeed,4,rusgov,3
batista,4,20grain,4,returnkyiv,3
marcos,4,silo,4,veil,3
di,4,airstrikes,4,secrecyseen,3
husukraine,4,sopa,4,sundayrecovery,3
globreturn,4,lightrocket,4,partneknow,3
saidfb,4,getty,4,worldrecovery,3
thproud,4,presidanother,4,partneaccording,3
ladyman,4,battlefieldreferring,4,revealfirst,3
facist,4,carerussia,4,telegrtime,3
ivowell,4,representativegetting,4,exprecovery,3
generous,4,takserious,4,pputting,3
factor,4,several,4,returnprime,3
compensating,4,shrussia,4,279,3
individual,4,ukranobody,4,1putting,3
rugreat,4,odesa,4,returntime,3
triggered,4,nativerussia,4,persongov,3
letting,4,representative,4,returnrecovery,3
putmust,4,hmoney,4,partnerecovery,3
dirt,4,taskpresident,4,alsojoint,3
staggering,4,arukrainian,4,anderssongov,3
worldmust,4,arrussia,4,jkt4810thannmr,3
veteran,4,drive,4,2seen,3
zelenskyylol,4,reidout,4,returne,3
packing,4,blog,4,russiaknow,3
surrendthans,4,woranother,4,nhk,3
blessmust,4,20go,4,newsgov,3
saidthink,4,rusmoney,4,jkt4810thanncom,3
known,4,diplomat,4,j22,3
mutv,4,following,4,expquad,3
russiasupport,4,hmedium,4,arranged,3
dadedear,4,advantmedium,4,previous,3
zelenskyyreconstruction,4,taskone,4,get22,3
update,4,zelenskyys,4,expupdate,3
httpzelenskyy,4,package,4,russicom,3
forcekind,4,millipresident,4,jone,3
obsession,4,foolgetting,4,crossi22,3
forcezelenskyy,4,letukrainian,4,expcom,3
03,4,battlefieldu,4,jzelenskyy,3
saveourdemocracyunited,4,reiterate,4,exportsoon,3
coordinadear,4,criminalukrainian,4,tune,3
ivozelenskyy,4,taskhello,4,wait,3
killed,4,appeasing,4,seeleadership,3
rewarded,4,pmrussia,4,combinedjohnson,3
lmust,4,commonpresident,4,yet6,3
addressambition,4,advantanother,4,stupid,3
require,4,battlefieldeven,4,ok,3
scale,4,rememberwhole,4,enukraine,3
funding,4,fixation,4,anderssoncom,3
degreefischer,4,oddmoney,4,jcom,3
houthis,4,day89,4,bpresident,3
stagerussian,4,bacendless,4,moneywebsite,3
luhansktruly,4,muelleranother,4,httpsetting,3
tbh,4,nationamoney,4,stopwatch,3
moneydear,4,battlefieldworse,4,scottish,3
jecare,4,heatrussia,4,independenceukraine,3
peopleproud,4,putinendless,4,chaguyjohnson,3
degreedue,4,muellermoney,4,wwhats,3
longerrussian,4,repel,4,telling,3
luhanskukrainian,4,unjust,4,conferencewould,3
peacegod,4,build,4,zelenskzelensky,3
blessed,4,ukraineprobably,4,yearmust,3
odds,4,proukraine,4,replace,3
fightmust,4,htmoney,4,remark,3
exdue,4,ukrasong,4,competrussia,3
longerputin,4,ahem,4,donettoday,3
degreeplesse,4,ti,4,partenglish,3
boerussian,4,feckless,4,doizelensky,3
ukrainianrussia,4,shamed,4,yepresidente,3
rulekindly,4,fuss,4,wmany,3
page,4,mus,4,sacrifice,3
sabinus,4,negotiatemoney,4,master,3
angeljbsmith,4,crushing,4,uktoday,3
asuujokowi,4,airbnb,4,dejoint,3
tripproud,4,kyianother,4,kyivanother,3
employeepresident,4,battlefieldinteresting,4,major,3
shthank,4,impact,4,production,3
countrypresident,4,wmedium,4,trainingpresident,3
degreeone,4,20war,4,ambassadortoday,3
librandus,4,cost1st,4,regiotoday,3
throw,4,staff,4,rightmany,3
rthank,4,announcedanother,4,dillukrainian,3
rbehalf,4,battlefieldhence,4,answer,3
honored,4,crisishence,4,putinspin,3
pas,4,partyrussia,4,zelenzelensky,3
bhatiagood,4,armukrainenowzelenskyy,4,swedenspin,3
expresident,4,pushed,4,liegrab,3
shfb,4,lysychansdifference,4,shill,3
anythinputin,4,fuckpopular,4,deserve,3
shdear,4,recent,4,narrativetoday,3
ukrainepraying,4,scam,4,easternukraine,3
ruthlessly,4,scheme,4,chilass,3
praying,4,covid,4,mmmmm,3
dobas,4,19,4,nope,3
ukrainetoday,4,vax,4,albaneasel,3
chancereturn,4,ghislainwatch,4,weasel,3
anythinfb,4,purposeful,4,largely,3
httpwethepeople,4,accidental,4,apeing,3
peopmust,4,youtuanother,4,lnp,3
citytime,4,themsepresident,4,declaring,3
badass,4,battlefieldmacdonald,4,abouzelensky,3
cower,4,expressed,4,yearswedish,3
comezelenskyy,4,frustration,4,httpnews,3
fgspresident,4,groundbrmoney,4,adult,3
shalways,4,putineven,4,mongozelensky,3
englishzoka,4,rememberdenied,4,runtalk,3
bro,4,credwar,4,befitting,3
unconditionallyrussia,4,themseformer,4,presidenttoday,3
lovefb,4,zelenskyypresident,4,signcom,3
degreepro,4,weaponformer,4,nobody,3
expertran,4,yanwar,4,detailrebuilding,3
platform,4,standrussia,4,1ukraine,3
zee,4,lysychanskget,4,yetoday,3
chargelass,4,degreeanother,4,wwrote,3
suffering,4,battlefieldfrench,4,liberatior,3
tactical,4,qtr,4,yearioc,3
reach,4,bc,4,vannewsagencyzelensky,3
spanish,4,happensmedium,4,action,3
borderwell,4,battlefieldnearly,4,2021zelensky,3
visitlove,4,quicklyanother,4,speakinglong,3
zelenskyyloss,4,luhansmedium,4,ctell,3
zelenskyyukrainian,4,putingodspeed,4,wrussiakolomoisky,3
athleteloss,4,putintotal,4,zelenr,3
territorycurious,4,00another,4,610,3
gog7,4,knee,4,remain,3
tidunited,4,ba,4,occupationzelensky,3
coordinatorwethepeople,4,2017ukraine,4,deused,3
peoppresident,4,token,4,headed,3
httprussian,4,gesturecurrent,4,mirrorsaya,3
ukrainianrussian,4,ukronazis,4,yearone,3
crussian,4,agaanother,4,starkest,3
123infozelenskyy,4,battlefieldtoday,4,regiontoday,3
insistedwethepeople,4,regionnews,4,wshot,3
peoprussian,4,ihor,4,armyrussia,3
ruleproud,4,kolomoyskyi,4,latestzelensky,3
bagdad,4,ukrainerussiaanother,4,cocainecommons,3
troopukrainian,4,putinporoshenko,4,cocainegate,3
tacticchristian,4,2017imagine,4,opioids,3
religious,4,angela,4,zelenskyrebuild,3
study,4,rayner,4,reclaim,3
teacher,4,embarrassinghence,4,preserve,3
impregnates,4,crisisprime,4,parttv,3
ss2,4,volodomyr,4,armyle,3
folpresident,4,touring,4,velcro,3
forcethank,4,countanother,4,arm,3
ruspro,4,battlefieldstart,4,badge,3
expertthank,4,pointless,4,benfactor,3
familzelenskyy,4,rot,4,volodymyrfrommarketingtoday,3
sportmust,4,battlefielderm,4,confsus,3
degreelara,4,withdrawn,4,logic,3
logan,4,prompting,4,apply,3
mig,4,clwhitehouse,4,proxyohhhh,3
jet,4,20anambra,4,drama,3
holdmust,4,accuswhitehouse,4,leveltoday,3
degreerule,4,ukraawaits,4,wlovegrove,3
watchproud,4,unhappy,4,ordinary,3
benedictlove,4,genocidal,4,systemleader,3
lysychanskukraine,4,20biden,4,dozen,3
addressrussia,4,total,4,organization,3
sourcepresident,4,faction,4,ukrainefox,3
monthcrick,4,complete,4,affiliated,3
virologist,4,humiliation,4,reply,3
fungoal,4,rzelenskyy,4,defended,3
pmunited,4,lothink,4,counthezelensky,3
coordinavolodymyr,4,cripple,4,ndtv,3
praised,4,makezelenskyy,4,completezelensky,3
sanctionproud,4,lysychansformer,4,worldviewwebsite,3
ukrainegoal,4,anothermoney,4,rusrussia,3
pmgoal,4,ukracollapsing,4,wmuch,3
pmmust,4,launerm,4,trillion,3
hopemust,4,partymoney,4,accounttwitter,3
desantismust,4,ukrahorrifying,4,bestie,3
degreekey,4,fatiguehorrifying,4,wthree,3
policypresident,4,fatiguemedium,4,ukrainiatoday,3
benrussian,4,arwtf,4,ops,3
nseupdatepresident,4,jail,4,storyread,3
luhanskproud,4,opponent,4,detaillass,3
zelenskyythank,4,zemoney,4,dressing,3
presidet,4,ukraanambra,4,wproof,3
tyrrussian,4,ukraattack,4,zelenskywest,3
luhanskmacdonald,4,whicmoney,4,everyonerussia,3
investing,4,weaponrystop,4,signwest,3
shortproud,4,dog,4,4get,3
sportrussia,4,julytiktok,4,needtoday,3
luhanskreturn,4,tiesister,4,wrie,3
addressfb,4,jothread,4,sh4hlong,3
employeeputin,4,ukrawhitehouse,4,front,3
haproud,4,tiechechnya,4,timebelieve,3
degreetrust,4,shotzelensky,4,borvideo,3
hopko,4,ukie,4,messagenews,3
headrussia,4,zhid,4,debreaking,3
sovereigrussia,4,territorkissinger,4,watchthink,3
sovereigreconstruction,4,guevara,4,suggested,3
updatetv,4,injustice,4,zelenskplace,3
russiablue,4,territorrussia,4,watchgrab,3
semangatteambloss,4,view,4,ambassadorplace,3
territorysad,4,ruswedish,4,detailjoeb,3
destroying,4,smartnewszelensky,4,mid,3
historic,4,prswedish,4,gotoday,3
neutralitmust,4,article,4,liberatioproof,3
realized,4,series,4,viawatch,3
profitablemust,4,finale,4,collect,3
saidmuch,4,king,4,vacationzelensky,3
territorypresident,4,abdicate,4,liberatioplace,3
shreturn,4,bearded,4,yearaustralia,3
degreestraight,4,guaido,4,confvaccine,3
recognitionputin,4,organized,4,happen,3
sovereigloss,4,josister,4,trzelensky,3
territorymust,4,master,4,watchputin,3
teramid,4,laughing,4,monthlyrussia,3
orchestra,4,failure,4,suddenly,3
rethink,4,canadian,4,uncorrupt,3
1812,4,tire,4,secretpresident,3
overture,4,nathan,4,watchamerica,3
rite,4,greenfield,4,bipolarzelenskyy,3
keepkyivfreedear,4,literally,4,wilpresident,3
degreeglobal,4,adult,4,ukraexactly,3
nationalmust,4,httodds,3,baffle,3
range,4,loss,3,gotten,3
wesputin,4,free,3,era,3
ronaldoheavy,4,horror,3,adozelenskyy,3
z,4,fooled,3,leaderrussia,3
lenskyy,4,absolutely,3,ruamerica,3
ukranazi,4,fully,3,zelenskyydeath44,3
groundwould,4,visitzelensky,3,definitely,3
barussia,4,harm,3,problem,3
libya,4,whine,3,imagipresident,3
yemen,4,sachet,3,zeamerica,3
syria,4,peril,3,ukrainifull,3
dangerous,4,weaponleader,3,ukrathin,3
milllove,4,calboris,3,except,3
ronaldoreturn,4,calsurprising,3,neither,3
ronaldorussian,4,ukrainesurprising,3,balance,3
landrussia,4,himars,3,chpresident,3
rorussia,4,current,3,showed,3
sovereigreturn,4,divert,3,hitting,3
anythinwould,4,telling,3,shopping,3
thgood,4,fuckifilm,3,kremenchuh,3
exukrainian,4,forgottenreminder,3,anzelenskyy,3
olympic,4,thanks,3,watchzelenskyy,3
ruwould,4,sends,3,islandfull,3
comp3,4,zelenskyanyone,3,engpresident,3
issuingthank,4,rzelensky,3,collegepresident,3
differreturn,4,probs,3,ukraukrainian,3
anythinwethepeople,4,sodding,3,switzerlandlistened,3
valuemust,4,politicslive,3,detaillong,3
degreecheck,4,thleader,3,sovereign,3
sovereigactually,4,serious,3,signplace,3
observer,4,forgottenkadyrov,3,installed,3
commentator,4,ensure,3,turperrottet,3
humanzelenskyy,4,fuckiknow,3,httzelensky,3
outskirt,4,key,3,detailukraine,3
viwow,4,announces,3,weekzelensky,3
age,4,bojo,3,frontlplace,3
enormous,4,round,3,detailread,3
yetmust,4,posted,3,camo,3
degreemufc,4,went,3,nsw,3
antonydear,4,pretend,3,wwest,3
zelenskyymufc,4,memory,3,turlong,3
antonytrending,4,britain,3,lo,2
wajamufc,4,protectmet,3,expensiramzan,2
antonymust,4,unitedkingdom,3,rlo,2
degreezelensky,4,ukraineunderattack,3,translate,2
sportputin,4,borisjohnson,3,kzelensky,2
mobilegreat,4,joebidenzelensky,3,mp,2
timing,4,jokahn,3,ukrainezelensky,2
gentleman,4,questionable,3,confnew,2
celebratingreturn,4,zelenskytell,3,job,2
moviefb,4,hardcore,3,obviouslyzelensky,2
thcustomize,4,somethinleader,3,bj,2
mobilezelenskyy,4,forgottenchechnya,3,east,2
mobfb,4,setprez,3,pga,2
thkey,4,protectfalse,3,led,2
pocustomize,4,propoganda,3,kyivzelensky,2
mobstamp,4,russiavladimir,3,meme,2
lysychanskcokehead,4,indiferent,3,fwonder,2
sits,4,sicrisis,3,visitpoint,2
dungeon,4,threadprez,3,orderbelarusian,2
bring,4,protectleader,3,silent,2
russianmust,4,peopleader,3,presidentukrainian,2
degreeinspiring,4,forgottenafs,3,wilexpecting,2
thoreturn,4,774400,3,effortmagic,2
anythinthank,4,jacked,3,predictablexpecting,2
rtrending,4,eyed,3,continually,2
toyotadear,4,hat,3,shoexpect,2
zelenskyypawn,4,awaits,3,zelensky12,2
fair,4,faggot,3,humiliated,2
neutrawow,4,weaponryorder,3,sympathy,2
caption,4,regarding,3,thesis,2
